utt_id	text
28_3530_4_281_01_211112-155007_bem_d8d_elicit_2	There is a picture of flowers of different colors on the wall.
28_3540_0_281_01_211112-160045_bem_d8d_elicit_0	A red vehicle is moving on the side of the river, in front there are a lot of birds standing on the other side of the river.
28_3540_2_281_01_211112-160045_bem_d8d_elicit_1	This vehicle looks like it belongs to the police, you can tell from the lights on top.
28_3540_4_281_01_211112-160045_bem_d8d_elicit_2	Looking through the vehicle, it looks like there is a white building behind.
28_9206_0_281_01_220107-181856_bem_94f_elicit_0	A woman is standing while playing a guitar.
28_9206_2_281_01_220107-181856_bem_94f_elicit_1	He is singing a song because there are music instruments.
28_9206_4_281_01_220107-181856_bem_94f_elicit_2	Obviously he likes playing music.
28_9249_0_281_01_220108-171509_bem_94f_elicit_0	Three children are playing on the grass.
28_9249_2_281_01_220108-171509_bem_94f_elicit_1	It must be hot because there is water where they have splashed.
28_9249_4_281_01_220108-171509_bem_94f_elicit_2	There doesn't seem to be any rains, only water splashing.
28_9268_0_281_01_220108-184224_bem_94f_elicit_0	A group of five people, there are two women who are holding each other.
28_9268_2_281_01_220108-184224_bem_94f_elicit_1	They are all wearing glasses except one.
28_9268_4_281_01_220108-184224_bem_94f_elicit_2	Maybe there is something happening at this place, maybe they are celebrating something.
28_9334_0_281_01_220109-133930_bem_94f_elicit_0	A woman is sitting on top of a rock.
28_9334_2_281_01_220109-133930_bem_94f_elicit_1	It looks like it is very sunny and they want to get some fresh air.
28_9334_4_281_01_220109-133930_bem_94f_elicit_2	There are flowers and grass.
28_9383_0_281_01_220110-195321_bem_94f_elicit_0	A lady is walking with a guitar in her hands.
28_9383_2_281_01_220110-195321_bem_94f_elicit_1	That's how it seems because there are only trees and grass.
28_9383_4_281_01_220110-195321_bem_94f_elicit_2	This river looks dirty.
28_9417_0_281_01_220111-093053_bem_94f_elicit_0	A man and a woman are sitting on the road with chairs and a table where there is food.
28_9417_2_281_01_220111-093053_bem_94f_elicit_1	This one looks like it wants to get the food on the table.
28_9417_4_281_01_220111-093053_bem_94f_elicit_2	It must be a bag, it must be very heavy that's why he is using a trolley to carry it.
28_3451_1_282_02_211110-085705_bem_665_elicit_0	He is holding a snowboard, if you are in Zambia you would hear kids say snowboard.
28_3451_3_282_02_211110-085705_bem_665_elicit_1	With a thick orange coat and chicks, it's June in Zambia.
28_3458_1_282_02_211110-093024_bem_665_elicit_0	Their skin color is Chinese, what kind of fish do these people eat, but the seller is light-coloured skin.
28_3458_3_282_02_211110-093024_bem_665_elicit_1	These flowers are in front of the seller and on top of his head there is a mirror that looks like a camera.
28_3484_1_282_02_211110-184802_bem_665_elicit_0	He is spinning the motorbike in the air and he has lifted the handlebars
28_3484_3_282_02_211110-184802_bem_665_elicit_1	Behind him there is a white building with blue words Vive MotoGP en TVE and your number on top.
28_3493_1_282_02_211110-191655_bem_665_elicit_0	Amanda L. Benertt looks like she is going for a meeting and she is the president.
28_3493_3_282_02_211110-191655_bem_665_elicit_1	Amanda, I don't know if she's not late like women are, but she has to look at herself in the mirror as she runs.
28_3507_1_282_02_211111-013203_bem_665_elicit_0	Hahaha it's a bonanza, these games are fun for both adults and children.
28_3507_3_282_02_211111-013203_bem_665_elicit_1	The game he is playing can be enjoyable even if you are alone, and it is a mechanical game.
28_3527_1_282_02_211111-034608_bem_665_elicit_0	A man and a woman are wearing black shirts while the man is wearing glasses.
28_3527_3_282_02_211111-034608_bem_665_elicit_1	The other woman is sleeping while looking in her black bag and she is wearing a white watch on her left hand.
28_3530_1_282_02_211111-035747_bem_665_elicit_0	He is in front of the congregation as one who is singing, and behind him there are musicians who are playing other instruments.
28_3530_3_282_02_211111-035747_bem_665_elicit_1	There is a lamp in front of him and a window and a picture of an angel on the wall.
28_3540_1_282_02_211111-044013_bem_665_elicit_0	The lights are on and it has the flag of the United States of America.
28_3540_3_282_02_211111-044013_bem_665_elicit_1	In front there are birds. Maybe this vehicle is not moving because the birds are not scared.
28_9206_1_282_02_211231-125134_bem_9ff_elicit_0	One is in an orange light.
28_9206_3_282_02_211231-125134_bem_9ff_elicit_1	Maybe there are people watching him or he is just rehearsing.
28_9249_1_282_02_211231-144300_bem_9ff_elicit_0	Why aren't they all wearing shirts?
28_9249_3_282_02_211231-144300_bem_9ff_elicit_1	It's like these children are playing in the water or it is raining.
28_9268_1_282_02_220102-151144_bem_9ff_elicit_0	They look like they are shouting or they are cheering for something.
28_9268_3_282_02_220102-151144_bem_9ff_elicit_1	On the side there are cloths that have something written on them and they have surrounded the whole place.
28_9334_1_282_02_220103-171616_bem_9ff_elicit_0	Why is he wearing a short sleeved shirt and black glasses?
28_9334_3_282_02_220103-171616_bem_9ff_elicit_1	On this rock there are plants and flowers that have blossomed.
28_9383_1_282_02_220105-113909_bem_9ff_elicit_0	The place where he is seems to be very quiet maybe there are not a lot of people.
28_9383_3_282_02_220105-113909_bem_9ff_elicit_1	It looks like there is a river nearby.
28_9417_1_282_02_220105-124533_bem_9ff_elicit_0	There is a brown dog in the middle, maybe they are with it that is why they are not chasing it.
28_9417_3_282_02_220105-124533_bem_9ff_elicit_1	At the far end there is a woman driving a trolley maybe she is carrying her bag.
29_3759_0_291_01_211114-101743_bem_433_elicit_0	A woman who is a teacher is with a number of children playing.
29_3759_2_291_01_211114-101743_bem_433_elicit_1	Yes my friend, it looks like this is a school for young children, I think they should be very happy.
29_3759_4_291_01_211114-101743_bem_433_elicit_2	Yes my friend, if you tried to remove them from where the children are playing from, you would have a lot of problems.
29_3801_0_291_01_211114-135901_bem_433_elicit_0	A girl child is playing alone in the water besides the river.
29_3801_2_291_01_211114-135901_bem_433_elicit_1	The way the river has grown, he can't even see it, he just knows that he is playing.
29_3801_4_291_01_211114-135901_bem_433_elicit_2	I think she is with someone older who is looking after her, maybe she was told to just play near the river.
29_3808_0_291_01_211114-133909_bem_433_elicit_0	A woman is with a child who is seated on the fire, this woman is cooking something on the fire.
29_3808_2_291_01_211114-133909_bem_433_elicit_1	Yes my friend, people like having such times, especially in the summer.
29_3808_4_291_01_211114-133909_bem_433_elicit_2	Yes that's true, it depends on when you agree to go to a place that has been chosen by the owners.
29_3840_0_291_01_211114-120847_bem_433_elicit_0	Six children are playing in the water and they have splashed water.
29_3840_2_291_01_211114-120847_bem_433_elicit_1	Yea dear, children really enjoy playing with water.
29_3856_0_291_01_211114-192007_bem_433_elicit_0	Two men and a woman are walking on the side of the road.
29_3856_2_291_01_211114-192007_bem_433_elicit_1	Yes it looks like the one behind is a friend of the man in front.
29_3856_4_291_01_211114-192007_bem_433_elicit_2	That's how girls are, it's like he doesn't listen to them, he just listens to everything they say.
29_3869_0_291_01_211114-185300_bem_433_elicit_0	A man dressed in black is carrying a child and in front of him is a woman walking.
29_3869_2_291_01_211114-185300_bem_433_elicit_1	Yes it's like he is looking at something on his left.
29_3926_0_291_01_211114-232534_bem_433_elicit_0	Six women are gathered and are seated on the green grass, and behind them is a man who has climbed a tree.
29_3926_2_291_01_211114-232534_bem_433_elicit_1	Yes you are right my friend, it's like they have gathered to discuss school matters.
29_3926_4_291_01_211114-232534_bem_433_elicit_2	I think these young women have gathered to go through what they have been taught, it's like it's time for this young woman to explain what she has heard.
29_3939_0_291_01_211114-230225_bem_433_elicit_0	Four men are near the river playing football in the sand.
29_3939_2_291_01_211114-230225_bem_433_elicit_1	Yes that's how they look, football excites a lot of young men.
29_3939_4_291_01_211114-230225_bem_433_elicit_2	Yes you are right my friend, it's like that's why these men are playing so that they don't feel cold from the water.
29_9486_0_291_01_220112-153031_bem_9ff_elicit_0	Two women are standing on the road and one looks surprised.
29_9486_2_291_01_220112-153031_bem_9ff_elicit_1	Behind them there are people walking, one man has put his phone on his ears.
29_9486_4_291_01_220112-153031_bem_9ff_elicit_2	On many of the buildings there are writings on top, maybe the names of each building.
29_9510_0_291_01_220112-163910_bem_9ff_elicit_0	A man and a woman are standing near a black car kissing.
29_9510_2_291_01_220112-163910_bem_9ff_elicit_1	It's like the woman went out using the vehicle behind them.
29_9510_4_291_01_220112-163910_bem_9ff_elicit_2	The vehicle behind them is different, maybe it's used by the rich or the famous.
29_9627_0_291_01_220112-214700_bem_9ff_elicit_0	A young girl is looking into a telescope.
29_9627_2_291_01_220112-214700_bem_9ff_elicit_1	The mother is wearing black glasses and she is looking at the child.
29_9627_4_291_01_220112-214700_bem_9ff_elicit_2	It looks like they have built this building in the middle of the forest because there are only trees.
29_9638_0_291_01_220113-095759_bem_9ff_elicit_0	Two dogs, a small one and a big one are playing on the grass.
29_9638_2_291_01_220113-095759_bem_9ff_elicit_1	It looks like the bigger one has bitten the smaller one that's why it has opened its mouth.
29_9638_4_291_01_220113-095759_bem_9ff_elicit_2	The smaller one has a rope tied around its neck.
29_9656_0_291_01_220113-103342_bem_9ff_elicit_0	A lady is seated in a room near the window reading a book.
29_9656_2_291_01_220113-103342_bem_9ff_elicit_1	There is a long cloth covering the window.
29_9656_4_291_01_220113-103342_bem_9ff_elicit_2	He must be studying for leisure or for studies.
29_9700_0_291_01_220113-114603_bem_9ff_elicit_0	Young boys and girls are sitting and writing something on papers.
29_9700_2_291_01_220113-114603_bem_9ff_elicit_1	They must be drawing because the child on the left is holding painting tools.
29_9700_4_291_01_220113-114603_bem_9ff_elicit_2	That's how it seems, and there are bottles of water that have been put down, they must be for drinking.
29_3759_1_292_02_211114-015107_bem_a9e_elicit_0	It's like these girls are making different things and there are a lot of toys in this place.
29_3759_3_292_02_211114-015107_bem_a9e_elicit_1	Yes my friend, children like playing with adults because they are shown different things to do.
29_3801_1_292_02_211114-101121_bem_a9e_elicit_0	The river is very big even though the child is not scared.
29_3801_3_292_02_211114-101121_bem_a9e_elicit_1	The children too, because if a storm came and took them somewhere, that would be their death.
29_3808_1_292_02_211114-103545_bem_a9e_elicit_0	It looks like these people are inside their houses at this time so that they can be outside.
29_3808_3_292_02_211114-103545_bem_a9e_elicit_1	But my friend it looks like it's cold because the clothes they are wearing are very hot.
29_3840_1_292_02_211114-122420_bem_a9e_elicit_0	These children look very happy to be playing in the water.
29_3840_3_292_02_211114-122420_bem_a9e_elicit_1	They are not even afraid of drowning in the river, they must have been swimming for a long time.
29_3856_1_292_02_211114-132926_bem_a9e_elicit_0	This woman looks like she knows the man who is in front.
29_3856_3_292_02_211114-132926_bem_a9e_elicit_1	The young woman is also talking to the young men but she is just focused on her phone.
29_3869_1_292_02_211114-201430_bem_a9e_elicit_0	It looks like this man is with his wife in front of him.
29_3869_3_292_02_211114-201430_bem_a9e_elicit_1	The child is also happy to be lifted up.
29_3926_1_292_02_211115-031432_bem_a9e_elicit_0	These girls look like they are at a university.
29_3926_3_292_02_211115-031432_bem_a9e_elicit_1	Why is it that she is the only one kneeling?
29_3939_1_292_02_211115-061158_bem_a9e_elicit_0	These people look like they are very happy in this game.
29_3939_3_292_02_211115-061158_bem_a9e_elicit_1	The good part is that no matter what these men do, the water is still near.
29_9486_1_292_02_220111-141624_bem_94f_elicit_0	He must be surprised at what his friend is telling him, they are both carrying bags
29_9486_3_292_02_220111-141624_bem_94f_elicit_1	Behind the man there are other people following him, they too are crossing the road.
29_9510_1_292_02_220112-155134_bem_84b_elicit_0	Near these two, there is a young man passing who looks like he is just minding his own business.
29_9510_3_292_02_220112-155134_bem_84b_elicit_1	This place has a lot of vehicles and people walking, it seems it's in town.
29_9627_1_292_02_220114-180351_bem_84b_elicit_0	The mother and the father are seated chatting.
29_9627_3_292_02_220114-180351_bem_84b_elicit_1	Maybe they want to see if the child knows how to use what he is holding.
29_9638_1_292_02_220114-181822_bem_84b_elicit_0	They look alike, maybe the older one is the mother to the smaller one.
29_9638_3_292_02_220114-181822_bem_84b_elicit_1	They look like they are just running, they are not biting the small dog.
29_9656_1_292_02_220114-201607_bem_84b_elicit_0	There is a tree outside with a lot of leaves.
29_9656_3_292_02_220114-201607_bem_84b_elicit_1	Maybe it's at night, they hang something on the window.
29_9700_1_292_02_220114-215510_bem_84b_elicit_0	Each one has a table where they are writing from. Are they writing or drawing something in this table?
29_9700_3_292_02_220114-215510_bem_84b_elicit_1	This place has yellow flowers, could it be a children's play park?
30_3992_0_301_01_211109-110506_bem_654_elicit_0	Five men are on the road.
30_3992_2_301_01_211109-110506_bem_654_elicit_1	Looking at the pictures they have lifted, they want their money back.
30_3992_4_301_01_211109-110506_bem_654_elicit_2	Yea dear, he seems to be shouting or singing something.
30_4015_0_301_01_211109-192733_bem_654_elicit_0	A young boy and a young girl are watching an animal.
30_4015_4_301_01_211109-192733_bem_654_elicit_2	They have fenced the animal shelter so that it doesn't run away.
30_4018_0_301_01_211109-193615_bem_654_elicit_0	A white person is on a bicycle.
30_4018_2_301_01_211109-193615_bem_654_elicit_1	The clothes he is wearing look like they are in a bicycle racing competition.
30_4018_4_301_01_211109-193615_bem_654_elicit_2	Yea dear, he seems to be well trained.
30_4033_0_301_01_211109-235357_bem_654_elicit_0	A young boy is running.
30_4033_2_301_01_211109-235357_bem_654_elicit_1	This child has even opened her mouth.
30_4033_4_301_01_211109-235357_bem_654_elicit_2	Yes and he wants to throw the stone he has in his hands.
30_4080_0_301_01_211110-104038_bem_654_elicit_0	Young men are on a bicycle in the bush.
30_4080_2_301_01_211110-104038_bem_654_elicit_1	Yes all the men are wearing helmets for protection from accidents.
30_4080_4_301_01_211110-104038_bem_654_elicit_2	Yea dear, the trees have shed their leaves.
30_4091_0_301_01_211110-110603_bem_654_elicit_0	Singers are singing with music books in their hands.
30_4091_2_301_01_211110-110603_bem_654_elicit_1	Yea dear, they are all dressed in black.
30_4091_4_301_01_211110-110603_bem_654_elicit_2	Yea dear, and they all look like they know how to sing.
30_4095_0_301_01_211110-111307_bem_654_elicit_0	Three beautiful young women are shining.
30_4095_2_301_01_211110-111307_bem_654_elicit_1	That's true, and two are showing their teeth.
30_4095_4_301_01_211110-111307_bem_654_elicit_2	Two are wearing white clothes while one is wearing a black shirt.
30_4101_0_301_01_211110-112433_bem_654_elicit_0	A person is sliding on water and there is a storm.
30_4101_2_301_01_211110-112433_bem_654_elicit_1	No my friend, this person looks like someone who is trained in picking thunderstorms.
30_4101_4_301_01_211110-112433_bem_654_elicit_2	You have spoken the truth because fear can be her problem.
30_4115_0_301_01_211110-134137_bem_654_elicit_0	White children are playing baseball.
30_4115_2_301_01_211110-134137_bem_654_elicit_1	According to how this game is played, one wants to catch the ball while the other is trying to reach the goal line while the other is yet to catch the ball.
30_4115_4_301_01_211110-134137_bem_654_elicit_2	You are so good my friend, you just have to listen.
30_4149_0_301_01_211110-153015_bem_654_elicit_0	White children are swinging on the metal bars.
30_4149_2_301_01_211110-153015_bem_654_elicit_1	The boy is wearing a blue shirt.
30_4149_4_301_01_211110-153015_bem_654_elicit_2	You have spoken the truth, and there are toys where they are playing from.
30_4161_0_301_01_211110-185658_bem_654_elicit_0	Two dogs are playing in snow.
30_4161_2_301_01_211110-185658_bem_654_elicit_1	Yes and one dog is black and the other is white.
30_4161_4_301_01_211110-185658_bem_654_elicit_2	That's true, dogs that look like this are usually fierce.
30_4162_0_301_01_211110-185815_bem_654_elicit_0	Two ladies are running alongside the river.
30_4162_2_301_01_211110-185815_bem_654_elicit_1	Yea dear, the one who is not sleeping looks like he is not in a hurry.
30_4162_4_301_01_211110-185815_bem_654_elicit_2	The person they are passing by has left a trail of foot prints.
30_4176_0_301_01_211110-192306_bem_654_elicit_0	Five white doves are flying.
30_4176_2_301_01_211110-192306_bem_654_elicit_1	You have spoken the truth my friend, and they are four chasing after one that has food.
30_4176_4_301_01_211110-192306_bem_654_elicit_2	Yea dear, and one has its mouth wide open trying to get food from the other.
30_9717_0_301_01_220119-145339_bem_eb0_elicit_0	A young boy wearing a white shirt and trousers and a yellow belt is exercising.
30_9717_2_301_01_220119-145339_bem_eb0_elicit_1	This child is learning karate. It's like there is someone teaching him.
30_9717_4_301_01_220119-145339_bem_eb0_elicit_2	A young boy is standing with one leg in the air and the other in the air. He is concentrating on what he is doing because he has focused his eyes on one thing and he is using all his strength.
30_9759_0_301_01_220120-150644_bem_eb0_elicit_0	Three men and one woman are in one place.
30_9759_2_301_01_220120-150644_bem_eb0_elicit_1	This place has a lot of trees and a lot of bicycles.
30_9759_4_301_01_220120-150644_bem_eb0_elicit_2	The man near the trees is walking while the other three are seated discussing something using the book because the man wearing glasses looks like he is reading and explaining the book.
30_9831_0_301_01_220121-205634_bem_c25_elicit_0	A woman is holding a white rope.
30_9831_2_301_01_220121-205634_bem_c25_elicit_1	This poster is white with black and white writings.
30_9831_4_301_01_220121-205634_bem_c25_elicit_2	This woman looks very happy.
30_9839_0_301_01_220122-080148_bem_c25_elicit_0	A child is playing with toys on a wooden table.
30_9839_2_301_01_220122-080148_bem_c25_elicit_1	The child is wearing an orange shirt and a red short.
30_9839_4_301_01_220122-080148_bem_c25_elicit_2	This child is playing in the house and some of the toys are yellow and others are black.
30_9860_0_301_01_220122-122252_bem_c25_elicit_0	A man is playing a game of skateboarding.
30_9860_2_301_01_220122-122252_bem_c25_elicit_1	A man is wearing black shoes, a white shirt and a blue trousers.
30_9860_4_301_01_220122-122252_bem_c25_elicit_2	A young man is riding a skateboard on a metal rod that is in the corridor of a building. There is a person walking behind him.
30_9897_0_301_01_220124-004325_bem_c25_elicit_0	On this picture there is a woman and a cat with grey fur.
30_9897_2_301_01_220124-004325_bem_c25_elicit_1	A cat has bitten this woman's nose with its teeth.
30_9897_4_301_01_220124-004325_bem_c25_elicit_2	This woman has a frown on her face showing that she is in pain.
30_9909_0_301_01_220124-125609_bem_c25_elicit_0	On this picture there is a huge vehicle called an axle that is lifting pieces of a broken wall.
30_9909_2_301_01_220124-125609_bem_c25_elicit_1	This big car is painted yellow and it has a huge trolley.
30_9909_4_301_01_220124-125609_bem_c25_elicit_2	Behind this vehicle there is a building with a lot of windows and in front of it there is a broken building.
30_9921_0_301_01_220124-145711_bem_c25_elicit_0	On this picture there are seven men walking on the road
30_9921_2_301_01_220124-145711_bem_c25_elicit_1	Of the seven men, two are black skinned and the other five are white skinned.
30_9921_4_301_01_220124-145711_bem_c25_elicit_2	On the side of the road there are tall buildings and there is an old man walking on the side of the road.
30_3992_1_302_02_211108-234224_bem_dbf_elicit_0	The man looks angry, what could be the reason?
30_3992_3_302_02_211108-234224_bem_dbf_elicit_1	One man wearing a blue shirt is shouting.
30_4015_1_302_02_211109-111458_bem_dbf_elicit_0	A small child has lifted one leg.
30_4015_3_302_02_211109-111458_bem_dbf_elicit_1	That's true, this place has trees.
30_4018_1_302_02_211109-111949_bem_dbf_elicit_0	He is wearing black glasses and a helmet for protection.
30_4033_1_302_02_211109-114729_bem_dbf_elicit_0	Yes he is running because of the animals behind him.
30_4033_3_302_02_211109-114729_bem_dbf_elicit_1	It is true he has opened his mouth and he is shouting at something.
30_4080_1_302_02_211109-150228_bem_dbf_elicit_0	Some of the men are wearing white shirts.
30_4080_3_302_02_211109-150228_bem_dbf_elicit_1	And the trees besides them look green and beautiful.
30_4091_1_302_02_211109-152135_bem_dbf_elicit_0	My friend have you noticed that the singers are wearing similar clothes?
30_4091_3_302_02_211109-152135_bem_dbf_elicit_1	That's true and at the end there are men who are looking smart.
30_4095_1_302_02_211109-152756_bem_dbf_elicit_0	Two of these women have black hair and one has brown hair.
30_4095_3_302_02_211109-152756_bem_dbf_elicit_1	They have really messed themselves up and the one in front has lifted two fingers in the air.
30_4101_1_302_02_211109-153638_bem_dbf_elicit_0	The waves are too much, won't the person drown?
30_4101_3_302_02_211109-153638_bem_dbf_elicit_1	That's true because if he is not trained he can be scared.
30_4115_1_302_02_211109-170544_bem_dbf_elicit_0	Two men are running, are they running to catch the ball?
30_4115_3_302_02_211109-170544_bem_dbf_elicit_1	According to what you have explained, this game feels very good.
30_4149_1_302_02_211109-201531_bem_dbf_elicit_0	One is a girl and the other one is a boy.
30_4149_3_302_02_211109-201531_bem_dbf_elicit_1	The girl is wearing black clothes and her hair is black too.
30_4161_1_302_02_211109-233233_bem_dbf_elicit_0	At this place where they are there is dry grass and big rocks.
30_4161_3_302_02_211109-233233_bem_dbf_elicit_1	These dogs look fierce and they can bite you.
30_4162_1_302_02_211109-233546_bem_dbf_elicit_0	One lady is running faster than the other.
30_4162_3_302_02_211109-233546_bem_dbf_elicit_1	They are both wearing shorts.
30_4176_1_302_02_211109-235837_bem_dbf_elicit_0	These doves look very clean.
30_4176_3_302_02_211109-235837_bem_dbf_elicit_1	There are trees at a distance.
30_9717_1_302_02_220119-182248_bem_c25_elicit_0	What is this child doing to exercise her body?
30_9717_3_302_02_220119-182248_bem_c25_elicit_1	How is this young child standing as he is swimming and trying his game?
30_9759_1_302_02_220120-212451_bem_c25_elicit_0	How is this place where they are looking?
30_9759_3_302_02_220120-212451_bem_c25_elicit_1	What are these four people doing in this place?
30_9831_1_302_02_220121-112000_bem_eb0_elicit_0	What is on this poster that this white skinned woman is holding?
30_9831_3_302_02_220121-112000_bem_eb0_elicit_1	This woman is wearing a white shirt.
30_9839_1_302_02_220121-120632_bem_eb0_elicit_0	What is this white skinned child wearing?
30_9839_3_302_02_220121-120632_bem_eb0_elicit_1	Where is this child playing with the toys?
30_9860_1_302_02_220121-132151_bem_eb0_elicit_0	What is this man who is playing this game wearing?
30_9860_3_302_02_220121-132151_bem_eb0_elicit_1	How is this young man playing this game?
30_9897_1_302_02_220121-162109_bem_eb0_elicit_0	What is this woman doing with a cat on her face?
30_9897_3_302_02_220121-162109_bem_eb0_elicit_1	What has this woman done on her face when the cat has bitten her?
30_9909_1_302_02_220121-171205_bem_eb0_elicit_0	How is this vehicle looking?
30_9909_3_302_02_220121-171205_bem_eb0_elicit_1	Explain how this place where the big yellow car is looks.
30_9921_3_302_02_220121-182410_bem_eb0_elicit_1	How is this place where these men are looking?
31_10057_0_311_01_220130-162545_bem_c25_elicit_0	An old white man with politics in his head is sitting on a chair.
31_10057_2_311_01_220130-162545_bem_c25_elicit_1	This old man is reading a newspaper that he is holding in his hands.
31_10057_4_311_01_220130-162545_bem_c25_elicit_2	This old man is wearing a grey jersey and a black hat and a red scarf around his neck.
31_10135_0_311_01_220127-131801_bem_eb0_elicit_0	Two dogs, a big one and a small one are in the forest where there are trees and leaves.
31_10135_2_311_01_220127-131801_bem_eb0_elicit_1	These two dogs have different colors. The bigger one has white fur on the stomach and the other one has brown fur on the body while the smaller one has brown and white fur.
31_10135_4_311_01_220127-131801_bem_eb0_elicit_2	It's like these two dogs came to this place to play because it looks like they are playing where they are.
31_10167_0_311_01_220127-154358_bem_eb0_elicit_0	A man wearing a blue jersey and a grey trousers is standing on something.
31_10167_2_311_01_220127-154358_bem_eb0_elicit_1	What this man is on looks like a ship that has been damaged and it is blue in colour.
31_10167_4_311_01_220127-154358_bem_eb0_elicit_2	In this place where there is water there are a lot of wood, it seems there was a house made of wood and now it is damaged and there are other things to use.
31_4210_0_311_01_211108-181419_bem_85e_elicit_0	This man is pulling the horse.
31_4210_2_311_01_211108-181419_bem_85e_elicit_1	There are a lot of people watching in this stadium.
31_4230_0_311_01_211109-211942_bem_85e_elicit_0	Eight men are seated together chatting.
31_4230_2_311_01_211109-211942_bem_85e_elicit_1	They seem to be enjoying playing in this room.
31_4230_4_311_01_211109-211942_bem_85e_elicit_2	Behind them there is where they have put food.
31_4245_0_311_01_211109-220621_bem_85e_elicit_0	A white man is roasting meat outside at night.
31_4245_2_311_01_211109-220621_bem_85e_elicit_1	He is even getting ready to have his picture taken as he is roasting the meat.
31_4245_4_311_01_211109-220621_bem_85e_elicit_2	The important thing is that he is at home.
31_4261_0_311_01_211110-010214_bem_85e_elicit_0	A white man is sitting on an animal that has been tied with a white rope tied to the horse.
31_4261_2_311_01_211110-010214_bem_85e_elicit_1	There are a lot of people watching on the sides of the stadium.
31_4261_4_311_01_211110-010214_bem_85e_elicit_2	It looks like it is for strong people who can compete with animals.
31_4266_0_311_01_211110-082540_bem_85e_elicit_0	A white man is jumping in the middle of the mountains.
31_4266_2_311_01_211110-082540_bem_85e_elicit_1	The clothes he is wearing are black from the top to the feet.
31_4266_4_311_01_211110-082540_bem_85e_elicit_2	He is also wearing a red helmet.
31_4342_0_311_01_211110-145427_bem_85e_elicit_0	A dog that is in a dog racing competition has jumped where it is supposed to jump.
31_4342_2_311_01_211110-145427_bem_85e_elicit_1	And the thing they have put to jump has two metal bars on the side that have fire in them.
31_4342_4_311_01_211110-145427_bem_85e_elicit_2	Indeed the owners of this dog give it nice food after such games because it looks like it is well trained.
31_4351_0_311_01_211110-165947_bem_85e_elicit_0	A cat is on top of a poster that has been put on the wall of the building looking down.
31_4351_2_311_01_211110-165947_bem_85e_elicit_1	The poster he is on is white with red writings on the yellow board.
31_4351_4_311_01_211110-165947_bem_85e_elicit_2	I don't know if the owner has this cat.
31_4445_0_311_01_211111-100441_bem_85e_elicit_0	A white man dressed in red looks like he is dancing where he is working from.
31_4445_2_311_01_211111-100441_bem_85e_elicit_1	This man looks like he works in construction of very big buildings.
31_4445_4_311_01_211111-100441_bem_85e_elicit_2	Yes you are right, he looks like he does a job that requires him to work on big things, even pipes.
31_9976_0_311_01_220128-193940_bem_c25_elicit_0	A white middle aged man is on a cart.
31_9976_2_311_01_220128-193940_bem_c25_elicit_1	A donkey with black fur is pulling this carriage with two wheels on which this man is standing.
31_9976_4_311_01_220128-193940_bem_c25_elicit_2	At this place where this man is there are buildings and roads. At this place there are electric cables.
31_10057_1_312_02_220128-203001_bem_eb0_elicit_0	What is this old man doing as he is sitting on the chair?
31_10057_3_312_02_220128-203001_bem_eb0_elicit_1	What is this old man who is reading a newspaper wearing?
31_10135_1_312_02_220131-155146_bem_c25_elicit_0	How are these fat dogs looking in your eyes?
31_10135_3_312_02_220131-155146_bem_c25_elicit_1	What are these two dogs doing in this big forest?
31_10167_1_312_02_220201-063949_bem_c25_elicit_0	How is this thing that this middle aged man is on looking?
31_10167_3_312_02_220201-063949_bem_c25_elicit_1	What else is in this place where this man with short black hair is?
31_4210_1_312_02_211109-152425_bem_83a_elicit_0	Yes they are in a sports field where they compete with animals.
31_4210_3_312_02_211109-152425_bem_83a_elicit_1	The way he is holding the horse, maybe he is the one he works with in their game of competing with others.
31_4230_1_312_02_211110-100703_bem_83a_elicit_0	They are playing a game of metal bars.
31_4230_3_312_02_211110-100703_bem_83a_elicit_1	Even though they look like they are playing a hard game.
31_4245_1_312_02_211110-102636_bem_83a_elicit_0	He looks very happy to be doing this work.
31_4245_3_312_02_211110-102636_bem_83a_elicit_1	It is true and it is in the night.
31_4261_1_312_02_211110-111411_bem_83a_elicit_0	Other men are looking at what is happening.
31_4261_3_312_02_211110-111411_bem_83a_elicit_1	The game of animals looks fierce.
31_4266_1_312_02_211110-112018_bem_83a_elicit_0	He is wearing protective clothing when jumping.
31_4266_3_312_02_211110-112018_bem_83a_elicit_1	In his jump, he has ensured that he is protected.
31_4342_1_312_02_211110-133518_bem_83a_elicit_0	She has paid a lot of attention as the men seated on the car are cheering her on.
31_4342_3_312_02_211110-133518_bem_83a_elicit_1	Indeed this dog is trained because it looks like it has managed to jump without getting infected with fire.
31_4351_1_312_02_211110-171054_bem_83a_elicit_0	Near where he is there is a flower that is fenced with a wire fence.
31_4351_3_312_02_211110-171054_bem_83a_elicit_1	indeed this cat looks like it's playing from the top
31_4445_3_312_02_211110-233325_bem_83a_elicit_1	Or someone who puts water pipes in buildings.
31_9976_1_312_02_220128-172127_bem_eb0_elicit_0	What is carrying this vehicle that this middle aged man is on?
31_9976_3_312_02_220128-172127_bem_eb0_elicit_1	How is this place where this man is looking?
32_10222_0_321_01_220120-003324_bem_b8a_elicit_0	A white skinned young man is in a big shop where they sell different things
32_10222_2_321_01_220120-003324_bem_b8a_elicit_1	This white skinned young man who is in the shop is inspecting the goods before he buys
